user,sku,category,query,click_time,query_time
000c4c266b9807aea37b79423eda78f7cc873872,8321176,cat02015,"the hills","2011-10-25 22:49:40.342","2011-10-25 22:49:00.563"
000c50393acfd294d16feb55f2a9dfd18ce1ae69,1863034,pcmcat143700050048,S2331,"2011-09-18 14:07:28.022","2011-09-18 14:06:50.258"
000c50f9e9bd909ca236f6faf6188df3a2dec0cd,3193496,pcmcat201900050009,"iPhone screen protector","2011-10-11 21:37:29.392","2011-10-11 21:35:37.851"
000c50f9e9bd909ca236f6faf6188df3a2dec0cd,2543759,cat02015,"Espn movies","2011-10-12 16:32:20.505","2011-10-12 16:32:05.96"
000c53e6c0369fb1c7d4d060d5a663cb0d74d6db,1769409,abcat0911006,"Eureka airspeed","2011-09-26 09:56:34.362","2011-09-26 09:56:06.011"
000c540dc6c418ba1448ee59f34ffff83f10255d,2197043,pcmcat144700050004,"tablet pc","2011-10-06 22:50:29.162","2011-10-06 22:50:18.921"
000c549731c4a5cd29d688d4734950206b2d8d3a,9770315,abcat0503002,Linksys,"2011-10-28 21:44:48.08","2011-10-28 21:41:44.047"
000c62e1a07d47979fdbf7e874d28c57b9bd44bf,2044104,abcat0401004,"Canon 300hs","2011-09-05 21:50:32.478","2011-09-05 21:50:15.473"
000c62e1a07d47979fdbf7e874d28c57b9bd44bf,2204211,pcmcat144700050004,"Tron headphones","2011-10-14 03:58:38.43","2011-10-14 03:58:15.222"
000c62e1a07d47979fdbf7e874d28c57b9bd44bf,8359019,pcmcat144700050004,"Tron headphones","2011-10-14 04:00:52.875","2011-10-14 03:58:15.222"
000c6cb6b214998fe7cfa3cec68238152ff07d28,2738738,pcmcat164200050013,Ipad,"2011-10-11 20:40:27.842","2011-10-11 20:37:02.764"
000c7c33aa738d288a3ab1deab4c38f331bc5aa9,8912947,cat02015,"Nightmare beforr christmas","2011-10-25 12:38:22.662","2011-10-25 12:37:49.783"
000c7c33aa738d288a3ab1deab4c38f331bc5aa9,1255905,cat02015,"Nightmare beforr christmas","2011-10-25 12:38:44.46","2011-10-25 12:37:49.783"
000c8e52dc68ba7d9b8e1aa03963691f47012e98,3257488,cat02668,"Anastasia cd","2011-09-02 23:30:57.445","2011-09-02 23:29:48.397"
000c90acf5d45e9be6e7e7d717f99e7818d3fbbb,9836432,pcmcat144700050004,Beats,"2011-09-25 07:13:45.11","2011-09-25 07:12:15.284"
000c956e0cc67cfcfbd06210e380ea8a322392f2,9999156300050050,pcmcat180400050006,D5100,"2011-09-26 00:19:19.593","2011-09-26 00:18:09.007"
000c956e0cc67cfcfbd06210e380ea8a322392f2,9542275,pcmcat233000050008,D5100,"2011-09-26 00:19:44.137","2011-09-26 00:18:09.007"
000c956e0cc67cfcfbd06210e380ea8a322392f2,2553883,pcmcat180000050013,D5100,"2011-09-26 00:21:42.774","2011-09-26 00:18:09.007"
000c9cfc57b875134e5acf7ba4f0cb85952b4c8e,3380045,pcmcat143000050007,"ear buds","2011-10-19 21:25:14.454","2011-10-19 21:24:45.421"
000c9ee180a9b96c4e280e3ef4e0b8de534f9b7f,2284864,pcmcat247400050000,"Hp g4","2011-10-15 19:29:49.47","2011-10-15 19:29:19.616"
000ca17b4183c433b22fa93e0ab8858a46ef10b2,1977048,abcat0401004,"camaras digitales","2011-10-03 17:37:16.832","2011-10-03 17:34:41.186"
000ca17b4183c433b22fa93e0ab8858a46ef10b2,3566775,pcmcat209400050001,"iphone 4S","2011-10-14 21:30:44.299","2011-10-14 21:27:17.58"
000ca942cfc4f805e0aaffede4cd6d08d797de4d,2902155,pcmcat152400050000,"coby tablet","2011-10-20 23:41:01.528","2011-10-20 23:39:41.968"
000caa1813d4baf35b049e83993f1be30777089a,2120256,abcat0301014,"Garmin Gps","2011-08-21 18:43:04.454","2011-08-21 18:40:41.637"
000cafaf907e0502730372ad472d1cd10c35e844,8440065,abcat0208030,"ipod shuffle","2011-10-25 23:00:24.503","2011-10-25 23:00:04.088"
000cc05e8ea31058869f52e3fbecba9a4686d0c2,9408679,abcat0715001,"Gaming headset","2011-10-02 23:50:23.174","2011-10-02 23:49:02.671"
000cc05e8ea31058869f52e3fbecba9a4686d0c2,9466124,pcmcat230800050019,"Gaming headset","2011-10-02 23:51:10.742","2011-10-02 23:49:02.671"
000cd8d571447a7a2253c367ce6b06f00fbf00b2,8740375,pcmcat144700050004,kid,"2011-09-20 20:14:47.19","2011-09-20 20:14:26.07"
000cd8d571447a7a2253c367ce6b06f00fbf00b2,8740142,abcat0515028,"13.3 case","2011-09-20 20:24:53.418","2011-09-20 20:24:39.437"
000cd8d571447a7a2253c367ce6b06f00fbf00b2,9828497,pcmcat154400050011,"wirless mouse","2011-09-20 21:19:51.163","2011-09-20 21:18:30.187"
000cd8d571447a7a2253c367ce6b06f00fbf00b2,1284849,pcmcat247400050000,"toshiba l635","2011-09-22 18:21:35.328","2011-09-22 18:21:28.101"
000ce4a2c97430072fbebc19beaab665b21c2d0f,9372332,pcmcat246100050002,"Bluetooth ear piece","2011-10-12 10:31:37.019","2011-10-12 10:29:37.227"
000cec5d8d2232923cb5b364a4ca50b595ba73a2,1897049,abcat0106001,bello,"2011-10-28 15:51:36.898","2011-10-28 15:51:25.63"
000cf51ce5524369631b2ec01f7c1ddfea67e867,2845071,pcmcat247400050000,"acer 14","2011-09-16 16:27:24.373","2011-09-16 16:26:02.648"
000cf51ce5524369631b2ec01f7c1ddfea67e867,2371074,abcat0101001,"samsung 55 led","2011-10-05 13:07:01.973","2011-10-05 13:06:01.759"
000cff95a1d18ece139ab57db1efffc89433c042,3109302,abcat0201011,"iPod touch","2011-10-22 07:10:01.275","2011-10-22 07:09:33.724"
000d05b2287a071c22b984e626925e05a96961d6,1363885,cat02702,"dvd r","2011-10-25 22:08:23.135","2011-10-25 22:07:23.246"
000d07e5043399f618f0a80d745fbcd60d0b56b0,2197043,pcmcat144700050004,"polaroid speakers","2011-10-10 16:47:47.761","2011-10-10 16:47:21.631"
000d0e0f122b05568e3be8d4cf345afdb77849b2,3674224,pcmcat247400050000,Psp,"2011-10-27 18:04:57.372","2011-10-27 18:02:05.611"
000d15b575d0b9723d84af05fbaee7188ce071ca,3558127,pcmcat247400050000,"computer memory","2011-10-25 22:39:17.835","2011-10-25 22:39:01.232"
000d1f8ad751863616159e75fee634400f332487,9506652,pcmcat211000050008,"wireless camera","2011-09-20 22:23:27.132","2011-09-20 22:22:24.028"
000d212bc824d60edd374cda4b304ac6eb65be9d,1230843,pcmcat229100050004,nook,"2011-09-04 17:51:37.092","2011-09-04 17:51:15.841"
000d325547286b3cdfe26a3d709af2ff21dc3145,1200942,abcat0511004,"Kodak ESP","2011-08-29 12:55:14.638","2011-08-29 12:52:32.958"
000d340cd5568695a7f1bae15192a9362bea04df,3477074,cat02015,"Horrible bosses","2011-10-27 18:12:56.445","2011-10-27 18:12:30.658"
000d38ffec62ce68e8018ce407020288359793b7,9757311,abcat0902001,Freezer,"2011-09-11 21:50:19.562","2011-09-11 21:47:26.367"
000d3ad5275d1e01c9b0d4c176230fc59905cd9c,9928609,abcat0503002,Router,"2011-10-24 23:17:55.511","2011-10-24 23:14:50.635"
000d3faa657d4ff9a07db7ead2c60da424dfc5f7,9930525,abcat0511004,Printer,"2011-08-20 21:20:39.801","2011-08-20 21:16:26.569"
000d3faa657d4ff9a07db7ead2c60da424dfc5f7,8803235,abcat0903003,Microwave,"2011-09-05 20:44:59.94","2011-09-05 20:43:02.946"
000d47f0f6083782366b17bb0b59d443ffc858b6,1230537,pcmcat201900050009,iphone,"2011-10-12 16:52:56.167","2011-10-12 16:52:44.049"
000d47f0f6083782366b17bb0b59d443ffc858b6,1049078,pcmcat209400050001,iphone,"2011-10-12 16:54:05.558","2011-10-12 16:52:44.049"
000d50880c4fabc29a0a3e094bc3da5d818cd0e2,3440086,pcmcat224000050003,Iphone,"2011-10-06 13:12:28.251","2011-10-06 13:11:50.9"
000d54912b99c4da855f7cf39b7d1b9783a6e64a,2375201,abcat0703002,"Madden 12","2011-10-23 12:43:33.695","2011-10-23 12:43:10.191"
000d64f27956a64d62ecc910a130b8d0711752cc,3303069,pcmcat248500050020,"ds games","2011-10-25 21:19:36.522","2011-10-25 21:18:46.586"
000d89ed7d658a91a6a8319c064734e067e32200,9246443,pcmcat233200050010,"surge protector","2011-10-11 09:41:33.15","2011-10-11 09:41:26.333"
000d8a64e20d86b9d96b14cb8f12695a69b89c3c,2817582,pcmcat209000050008,"Samsung tablet","2011-09-17 19:20:45.409","2011-09-17 19:17:14.129"
000d8b7176e9a3bb522e0d5b8cc614a8ebb9abd9,7995789,pcmcat174700050005,"World of Warcraft","2011-10-26 21:21:06.564","2011-10-26 21:20:25.982"
000d8b7176e9a3bb522e0d5b8cc614a8ebb9abd9,3140113,abcat0508050,"Windows 7","2011-10-27 00:15:54.175","2011-10-27 00:15:08.611"
000da39db579734d1b7f977dbaf8adaf7bc5ae85,9693904,pcmcat186100050005,"External hard drives","2011-08-30 18:02:14.93","2011-08-30 18:00:00.95"
000dabd4ce8559e671649b7842f69384555a4afa,9755322,pcmcat247400050001,Netbook,"2011-08-20 08:14:53.892","2011-08-20 08:13:19.913"
000dad07459e46456019bf04eb7d56966a0f5a51,1945531,pcmcat209000050007,"IPad 1","2011-09-17 09:38:25.875","2011-09-17 09:38:18.502"
000dad07459e46456019bf04eb7d56966a0f5a51,9999162000050001,pcmcat209000050008,"IPad 1","2011-09-17 09:42:04.358","2011-09-17 09:38:18.502"
000dbc61a3dd60574773f850846e2545eea2df7c,2970291,abcat0101001,"lg 55 3d","2011-10-14 17:46:43.37","2011-10-14 17:46:32.63"
000dbc61a3dd60574773f850846e2545eea2df7c,2355204,abcat0101001,"lg 55 3d","2011-10-14 17:47:02.451","2011-10-14 17:46:32.63"
000dedaf1ad308816f245aa783a807c6f284a412,1222817,pcmcat180400050000,"Nikon d3100","2011-10-30 06:48:59.213","2011-10-30 06:48:49.272"
000e0113a945a1273c345c052c09132162afb546,3303069,pcmcat248500050020,"wii system","2011-10-26 00:49:12.258","2011-10-26 00:48:59.448"
000e07390cbf977645584153cac39614cfd6fcfa,9459043,cat02015,"Coming to america","2011-08-13 07:01:10.175","2011-08-13 07:00:33.072"
000e07390cbf977645584153cac39614cfd6fcfa,8360837,cat02015,"Coming to america","2011-08-13 07:01:44.225","2011-08-13 07:00:33.072"
000e0d7afc15e10bbd5155584f3b5c3a5f09b672,3087102,pcmcat144700050004,"AKG wireless headphones","2011-10-02 21:18:00.389","2011-10-02 21:16:20.169"
000e1cdfd5ea51c9141f1662aa590b3b983dfeef,6326521,cat02015,"bone thugs","2011-10-25 23:04:07.196","2011-10-25 23:03:29.331"
000e211eb66947b0367201cc6c5312704a5117da,3193618,pcmcat171900050029,"battery backup","2011-10-06 22:30:37.93","2011-10-06 22:30:26.295"
000e331261bb14947f3bb3638db0072be69c33ee,9405262,pcmcat158900050018,Projector,"2011-09-14 23:16:10.621","2011-09-14 23:14:14.017"
000e3be505f70924f2903480d00b715a7de2b630,2077132,abcat0305000,"radar detectors","2011-10-01 07:43:09.85","2011-10-01 07:41:34.907"
000e42d9ae9878b51cc93883d498a7a42cc69810,2047508,abcat0101001,"apple ipod nano","2011-09-24 13:25:31.782","2011-09-24 13:23:15.228"
000e5964c2215a8156ee19746f4aad855b5d7e0b,9112747,abcat0811007,rocketfish,"2011-10-26 00:37:51.149","2011-10-26 00:36:47.629"
000e98d496782b42ca6d98042ce354bb3a46bff9,2138389,abcat0101001,"lcd tv","2011-10-07 21:25:42.412","2011-10-07 21:25:37.641"
000e9cb5d6ed3b8d763d76af2faf1e16ecc83887,2825032,pcmcat231700050017,Roku,"2011-08-11 18:00:05.666","2011-08-11 17:59:27.943"
000e9cb5d6ed3b8d763d76af2faf1e16ecc83887,1432821,pcmcat225700050016,Rocketfish,"2011-10-05 20:50:51.496","2011-10-05 20:46:12.843"
000ea22b1d23bad908a0221d718d6c071b684a16,15860882,cat02015,"Belly dancing dvd","2011-08-27 13:39:16.468","2011-08-27 13:36:17.605"
000ebb19587014ce9e9e96aa5292f1640df88513,2070351,pcmcat231700050017,d-link,"2011-10-19 23:12:02.505","2011-10-19 23:11:27.116"
000ec1bca4c5738fe5e01b38aede473558ba353b,9924603,pcmcat218000050002,"2622037 2127204 2127213 2121716 2138291","2011-10-07 10:26:55.988","2011-10-07 10:24:25.519"
000ec8681f7527c3b41bc59b18d6caebdab8342f,1854249,abcat0101001,Plasma,"2011-10-19 16:23:31.15","2011-10-19 16:20:57.273"
000ecbf392b7cbb852ac5b0d0b688e809ec6641e,2061031,pcmcat214000050002,lumix,"2011-10-26 00:35:34.782","2011-10-26 00:35:07.363"
000ed09bdfd6711bba5571860d6ca17429763756,1979782,cat02009,"marilyn manson","2011-09-01 23:19:19.7","2011-09-01 23:19:11.287"
000ed09bdfd6711bba5571860d6ca17429763756,8262729,cat02703,"marilyn manson","2011-09-01 23:20:04.369","2011-09-01 23:19:11.287"
000ed09bdfd6711bba5571860d6ca17429763756,2224084,pcmcat244700050008,"marilyn manson","2011-09-01 23:22:37.135","2011-09-01 23:19:11.287"
000ed09bdfd6711bba5571860d6ca17429763756,9714371,abcat0507004,dazzle,"2011-09-21 23:21:35.61","2011-09-21 23:21:29.173"
000ed09bdfd6711bba5571860d6ca17429763756,3398074,pcmcat165900050054,dazzle,"2011-09-21 23:23:29.423","2011-09-21 23:21:29.173"
000ee2f24c9edfe4af4473b59ed866a799147dd9,7997055,pcmcat224000050003,"rf remote extender","2011-10-08 09:27:04.263","2011-10-08 09:26:33.916"
000ee2f24c9edfe4af4473b59ed866a799147dd9,8461149,pcmcat224000050003,"rf remote extender","2011-10-08 09:27:51.107","2011-10-08 09:26:33.916"
000eebd1b057af564471d7ac60b655e9204fb5b5,2731247,abcat0404004,"sd cards","2011-09-24 21:52:33.148","2011-09-24 21:52:19.071"
000f013d628cfd047274123fe1517e271682195b,7642535,abcat0515004,lightscribe,"2011-10-26 00:29:57.286","2011-10-26 00:29:35.743"
000f0b18cd60c4a661c37a62821352de0318fa6c,9347968,pcmcat171900050024,"iPhone car charger","2011-08-29 14:54:08.878","2011-08-29 14:53:27.709"
000f10e50f4483918d4b61d70ae02964d9208e7f,2804985,pcmcat247400050000,Laptops,"2011-09-02 00:48:10.387","2011-09-02 00:45:38.691"
000f10e50f4483918d4b61d70ae02964d9208e7f,2738329,pcmcat247400050000,Laptops,"2011-09-02 00:49:04.027","2011-09-02 00:45:38.691"
000f10e50f4483918d4b61d70ae02964d9208e7f,1648231,pcmcat247400050000,Laptops,"2011-09-02 00:50:28.221","2011-09-02 00:45:38.691"
000f10e50f4483918d4b61d70ae02964d9208e7f,2802517,pcmcat247400050000,"Notebook laptop pink","2011-09-14 19:44:53.738","2011-09-14 19:42:54.275"
000f10e50f4483918d4b61d70ae02964d9208e7f,2809292,pcmcat247400050000,"Notebook laptop pink","2011-09-14 19:45:40.021","2011-09-14 19:42:54.275"
000f201df62853dd7989163a0ac8e33f769a04e3,9755322,pcmcat247400050001,Apple,"2011-10-16 14:37:07.646","2011-10-16 14:36:09.811"
000f2914ca48eb169faa831805e9b90869482215,2642419,pcmcat236800050000,Ipod,"2011-10-29 17:49:43.291","2011-10-29 17:47:51.394"
000f2914ca48eb169faa831805e9b90869482215,2629904,pcmcat236800050000,Ipod,"2011-10-29 17:51:12.899","2011-10-29 17:47:51.394"
000f311eb4cc0c7c7dd57ef48a031795bc17d9ad,9092983,pcmcat152100050026,"fruity loops","2011-09-01 11:24:49.361","2011-09-01 11:24:19.42"
000f5caeeed3345b92764897d1dfaed918e8af47,9428121,pcmcat214000050003,LaborDay_CameraCamcorder_20110902,"2011-09-03 02:48:01.723","2011-09-03 02:47:04.653"
000f5caeeed3345b92764897d1dfaed918e8af47,2422472,pcmcat214000050003,LaborDay_CameraCamcorder_20110902,"2011-09-03 02:48:45.714","2011-09-03 02:47:04.653"
000f5caeeed3345b92764897d1dfaed918e8af47,9755322,pcmcat247400050001,LaborDay_CarGPS_20110902,"2011-09-03 02:52:51.266","2011-09-03 02:49:41.597"
000f5caeeed3345b92764897d1dfaed918e8af47,2842056,pcmcat209000050008,LaborDay_CarGPS_20110902,"2011-09-03 02:53:54.696","2011-09-03 02:49:41.597"
000f5f3fe51593f36555987f38133ee7b5a80dec,1252538,pcmcat147700050013,"Xbox360 memory","2011-09-09 02:45:49.534","2011-09-09 02:45:37.668"
000f7f5a4417762510170c3586ae80a6440cf91d,2582044,abcat0707002,zelda,"2011-10-20 00:07:54.734","2011-10-20 00:07:40.213"
000f8648f72e06781b2489663b745e0964379a66,2146553,abcat0101001,"Samsung 59","2011-10-04 21:26:30.703","2011-10-04 21:26:18.321"
000f8648f72e06781b2489663b745e0964379a66,2127504,abcat0101001,Un55d6050,"2011-10-04 21:36:39.731","2011-10-04 21:35:00.628"
000f9c92c531b139873bea7b72317be8c251a703,1550158,abcat0706002,"Wii video games","2011-08-13 09:44:03.524","2011-08-13 09:42:19.218"
000fac300902e12aa9ba6b003911c7e88af99da9,9468952,abcat0102008,"Car DVD player","2011-10-05 02:22:47.081","2011-10-05 02:21:02.768"
000fac300902e12aa9ba6b003911c7e88af99da9,9466053,abcat0102008,"Car DVD player","2011-10-05 02:23:32.345","2011-10-05 02:21:02.768"
000faf0d1d950bf33ea6ac9e318717ddbf798405,3104033,pcmcat247400050000,dell,"2011-10-25 23:42:22.757","2011-10-25 23:41:12.533"
000fafec08e15b3257ecea62d49108628e9152c7,9437567,pcmcat165900050034,"Wiring harness","2011-08-15 09:28:17.725","2011-08-15 09:23:51.473"
000fbe593dfd515870c7060f5bce65bad7fbe596,1277328,pcmcat193100050014,kindle,"2011-08-12 20:44:14.075","2011-08-12 20:42:27.417"
000fc933f952b54ef96e64eedd15be67d4d29c06,1933334,pcmcat232900050031,"Samsung electric dryer","2011-10-28 16:53:13.705","2011-10-28 16:52:34.725"
000ff75f366a9775a3b625b3517df15b42c948ee,2577977,pcmcat208400050018,"tablet pc","2011-10-20 00:01:55.157","2011-10-20 00:00:38.438"
0010083cf2aefabb17d3575f8a5da3ce38296747,3168067,cat02713,IPad,"2011-08-20 18:53:35.248","2011-08-20 18:49:43.991"
0010090eb572508287589a70c58c03647d4e4894,2107449,abcat0703002,"PS3 games","2011-10-30 03:12:30.766","2011-10-30 03:12:16.992"
0010090eb572508287589a70c58c03647d4e4894,2670179,abcat0703002,"PS3 games","2011-10-30 03:13:07.599","2011-10-30 03:12:16.992"
00100966fb0266d637c719788fa152642820099c,1250673,abcat0102003,"Insignia 32","2011-10-20 07:47:39.304","2011-10-20 07:45:48.984"
00100d909acb7574dc2c1865c809e08c101e0cee,1445624,pcmcat193100050014,"amazon gift cards","2011-10-03 20:16:40.453","2011-10-03 20:16:02.605"
00100d909acb7574dc2c1865c809e08c101e0cee,1277791,pcmcat193100050014,"amazon gift cards","2011-10-03 20:19:28.494","2011-10-03 20:16:02.605"
001017339fd9246137a1df23e4e7bb540d10a2dc,5590489,abcat0106002,LaborDay_Television_20110902,"2011-09-03 17:58:03.808","2011-09-03 17:57:15.582"
001017339fd9246137a1df23e4e7bb540d10a2dc,2836748,abcat0106021,ColumbusDay_VideoGames_20111009,"2011-10-09 09:21:47.852","2011-10-09 09:21:07.067"
00101b5e28e8ef5d1c7e0d16ed1b7e36a4a19763,2234746,pcmcat186400050002,"waterproof camera","2011-08-28 17:38:55.984","2011-08-28 17:36:51.729"
001030de8986025507e5e95633b60c408861c5f6,1642494,pcmcat232900050017,"Rogue warrior","2011-10-23 14:48:12.885","2011-10-23 14:47:55.647"
001030de8986025507e5e95633b60c408861c5f6,9949965,pcmcat232900050017,"Call of Juarez","2011-10-23 14:49:48.354","2011-10-23 14:49:27.622"
001030de8986025507e5e95633b60c408861c5f6,9659143,pcmcat232900050017,"NCAA football 10","2011-10-23 14:50:28.862","2011-10-23 14:50:25.786"
00103cde6cd0e6f246b56862e7c5868524807b3d,8599313,cat02661,onerepublic,"2011-10-20 00:20:57.366","2011-10-20 00:20:32.636"
0010447fc96f058c0e4bff7317fc3e11a8302909,3232178,cat02012,"tha carter 4","2011-09-01 12:13:28.917","2011-09-01 12:12:57.008"
00104aee9316df162247b132c104f0e2c6cd6889,3181107,pcmcat144700050004,ps3,"2011-09-11 21:35:10.684","2011-09-11 21:34:31.761"
00104aee9316df162247b132c104f0e2c6cd6889,9912177,abcat0703001,ps3,"2011-09-11 21:36:44.101","2011-09-11 21:34:31.761"
00104d6f091a46fa1503316882ce54ea427b567e,9742882,pcmcat167300050040,"Polk speaker","2011-10-19 14:22:59.992","2011-10-19 14:21:46.791"
00104d6f091a46fa1503316882ce54ea427b567e,8830633,abcat0205001,"Polk speaker","2011-10-19 14:24:16.251","2011-10-19 14:21:46.791"
00104d6f091a46fa1503316882ce54ea427b567e,8825471,abcat0205001,"Polk speaker","2011-10-19 14:25:37.555","2011-10-19 14:21:46.791"
00106aa908a68ddecf6f4eaeeb960b035d873814,9635348,pcmcat218000050001,"Apple magic trackpad","2011-08-18 16:07:23.47","2011-08-18 16:05:49.453"
00106aa908a68ddecf6f4eaeeb960b035d873814,2658068,pcmcat212600050008,"Mac mini","2011-08-18 16:08:39.093","2011-08-18 16:08:19.574"
0010759be5175e5ba1f95320ad051ccfb1c476ad,2825032,pcmcat231700050017,"Digital devices","2011-08-31 18:35:02.055","2011-08-31 18:30:59.761"
0010962d986d19cc50b6cd7e06160b27b17e9b8e,9442187,abcat0302004,"Mini amp","2011-09-17 14:22:41.472","2011-09-17 14:22:00.621"
00109a33c675dc0f550fa653482e731b18a78a83,2683916,cat02015,"Season of the Witch","2011-09-06 13:33:39.216","2011-09-06 13:33:29.886"
00109a33c675dc0f550fa653482e731b18a78a83,1824267,abcat0707001,"Nintendo 3DS","2011-09-12 15:31:05.992","2011-09-12 15:30:18.499"
0010a70716efff37046da006250c6611fa51fe99,8891853,abcat0807005,"printer ink","2011-10-26 00:33:02.434","2011-10-26 00:32:34.762"
0010b2567b4877c0779430460df3e8d0e5346326,1089764,abcat0301014,gps,"2011-08-18 20:59:54.636","2011-08-18 20:54:57.252"
0010bb06ccd1c178489a5386a8067c7c870b6be1,1273913,pcmcat171900050023,"Power mat","2011-10-03 13:28:13.758","2011-10-03 13:26:25.952"
0010e3ead25c84626331f5bddef2134e73998660,1004931,abcat0515013,"sata cable","2011-10-26 00:29:24.511","2011-10-26 00:28:59.392"
0010f876d1112738c8dafb4839b43208ee01f2ad,3541163,cat02015,"paranormal activity","2011-10-22 13:22:03.427","2011-10-22 13:21:36.482"
001108483e2942766a404ed76283bf7602bce8f3,6794588,abcat0106012,"cd storage","2011-10-20 00:22:26.97","2011-10-20 00:21:34.255"
001112b503103bf1b6849ed599da475b116e942b,1228984,pcmcat228400050000,Photoshop,"2011-09-18 11:11:12.585","2011-09-18 11:09:44.883"
001112b503103bf1b6849ed599da475b116e942b,8180577,cat02724,"L word","2011-10-30 13:14:20.07","2011-10-30 13:13:13.781"
0011379236b8e6f059d6b242cb3221ddbcd104b8,2197043,pcmcat144700050004,"Sony headphones","2011-10-03 20:01:46.432","2011-10-03 20:01:30.486"
001140869525532997ed12fedebc98a7944e184e,3109047,pcmcat247400050001,"iMac laptop","2011-09-20 18:18:00.582","2011-09-20 18:17:06.641"
001140869525532997ed12fedebc98a7944e184e,9944942,pcmcat247400050001,"iMac laptop","2011-09-20 18:18:25.192","2011-09-20 18:17:06.641"
001140869525532997ed12fedebc98a7944e184e,3108172,pcmcat247400050001,"iMac laptop","2011-09-20 18:18:39.277","2011-09-20 18:17:06.641"
0011431aae029c74c1e957af5f6746f5b51bcc74,2327053,abcat0101001,OnlineMidnightSale_Home_Theater,"2011-10-27 03:13:28.029","2011-10-27 03:10:11.5"
001152ba5ff572937628d79af882fc2d5146c6e5,9172799,pcmcat189600050008,"internal hard drive","2011-08-19 11:20:10.757","2011-08-19 11:18:56.92"
00115fa862f856ceff7d460e86e94e4136a18160,2003047,abcat0102003,"samsung bd-d5700","2011-09-06 17:56:39.896","2011-09-06 17:56:31.568"
00118cca0ade63f0bb68a0fa3be31379cddf29f4,2049039,abcat0401004,"Nikon cameras","2011-10-30 22:08:12.945","2011-10-30 22:07:56.291"
0011a096a9e227d201fa3b33244d2eed788c740d,3477092,cat02015,"green lanter","2011-10-14 08:16:01.759","2011-10-14 08:15:01.507"
0011a700a0122d1cce21908c1e2a2306a20b9b4d,1277018,cat02661,"vampire dairies","2011-08-31 22:18:47.4","2011-08-31 22:18:09.44"
0011c87cd56dab66de0c0ddcf5bc027cded99498,9511691,abcat0307026,"iPhone accessories","2011-10-15 13:18:36.732","2011-10-15 13:18:02.967"
0011c87cd56dab66de0c0ddcf5bc027cded99498,8985672,pcmcat171900050028,"iPhone accessories","2011-10-15 13:21:17.807","2011-10-15 13:18:02.967"
0011c87cd56dab66de0c0ddcf5bc027cded99498,1218814,pcmcat152100050022,"iPhone accessories","2011-10-15 13:22:06.172","2011-10-15 13:18:02.967"
0011e55e60f22ceb18c65b559a33c5958d6c7113,9283223,abcat0401004,LaborDay_CameraCamcorder_20110902,"2011-09-02 20:25:46.362","2011-09-02 20:24:06.252"
0011e71241995cb764099eb313890a4d59ab1093,3109302,abcat0201011,"iPod touch","2011-10-22 12:47:24.512","2011-10-22 12:46:15.722"
0011fc90b4bd59ce78e70d199c15eebe93f65541,3026197,pcmcat242000050004,"micro sd","2011-10-26 00:50:40.327","2011-10-26 00:50:20.005"
0012009acf91f24cf08d06095ea9c20fb4944f79,5601903,cat02015,"halo 2","2011-10-19 23:11:42.445","2011-10-19 23:10:58.645"
0012143bd06c80c62356d135665a3b33bed0828b,1261411,pcmcat186100050006,"Externql drive","2011-10-25 14:31:34.619","2011-10-25 14:29:38.983"
0012143bd06c80c62356d135665a3b33bed0828b,1251381,pcmcat186100050006,"Externql drive","2011-10-25 14:32:50.755","2011-10-25 14:29:38.983"
00122ef64ac2fb8b7135007b68c3547da2b38bde,3511206,cat02009,Blink-182,"2011-09-03 00:42:40.462","2011-09-03 00:41:41.521"
00122fd070191d64acdf14df7248aa86e7007eda,9664579,abcat0102008,"ipod dock","2011-10-03 16:18:58.552","2011-10-03 16:18:37.475"
00125dbe0e6f3380c398e216af4dadc0d0aaa632,9811045,abcat0507010,CPU,"2011-08-29 09:24:02.628","2011-08-29 09:22:11.892"
00125dbe0e6f3380c398e216af4dadc0d0aaa632,1847855,abcat0507010,CPU,"2011-08-29 09:24:47.876","2011-08-29 09:22:11.892"
00126327e9f7ad5ae12df6dde38b7a52255ab8eb,2803428,abcat0706002,"Just dance","2011-10-09 20:49:19.649","2011-10-09 20:49:09.723"
0012669c9864ecc243ba78e4afe6b2ed24d13dda,3736873,pcmcat158900050018,Televisions,"2011-10-17 11:59:48.063","2011-10-17 11:56:57.363"
001278bb2e8199001ac3d7fa246640a89649463a,3652529,abcat0703001,ps3,"2011-09-30 21:23:10.369","2011-09-30 21:22:10.546"
001282ba4d872c8bdd18872958c841e903de2fb1,8998506,abcat0503002,"Belkin n450","2011-09-26 19:51:31.594","2011-09-26 19:46:37.391"
00128e37e34cd976c5a317fd64f54d93b34ebb5d,2965171,abcat0102003,"wifi dvd player","2011-10-28 23:28:55.606","2011-10-28 23:27:22.682"
0012a35b0fcaa500a6edd14b39c8746c1ab37d36,1879739,pcmcat162100050040,Optimus,"2011-10-17 09:35:57.201","2011-10-17 09:35:29.808"
0012a35bce0262877b4e515e52c2fd1ad7c07f45,2431901,pcmcat158400050073,"boost mobile","2011-10-26 01:49:07.865","2011-10-26 01:44:51.376"
0012a35bce0262877b4e515e52c2fd1ad7c07f45,1514797,pcmcat209400050001,"LG optimus","2011-10-26 02:08:22.973","2011-10-26 02:08:01.718"
